AOA	CL	CD	CM   
29.4488           2.31288           0.473831          -0.234859         
29.5484           2.30332           0.470636          -0.232232         
29.6423           2.29399           0.467183          -0.229509         
29.7302           2.28366           0.463547          -0.226691         
29.8122           2.27329           0.459666          -0.223781         
29.8882           2.26236           0.45554           -0.220778         
29.9581           2.25106           0.451182          -0.217687         
30.0219           2.23968           0.446598          -0.214507         
30.0794           2.22764           0.441784          -0.211237         
30.1308           2.21518           0.436761          -0.207883         
30.1759           2.20321           0.431531          -0.204446         
30.2147           2.18978           0.426097          -0.200926         
30.2472           2.17697           0.420472          -0.197327         
30.2733           2.16344           0.414655          -0.193646         
30.293            2.14947           0.408662          -0.189889         
30.3062           2.13591           0.402494          -0.186056         
30.313            2.12106           0.39616           -0.182148         
30.3133           2.10709           0.38967           -0.178169         
30.3071           2.09189           0.383025          -0.174119         
30.2944           2.07714           0.376242          -0.170003         
30.2752           2.06198           0.369319          -0.16582          
30.2495           2.04636           0.362274          -0.161578         
30.2173           2.03129           0.355109          -0.157278         
30.1787           2.01512           0.347837          -0.152924         
30.1337           1.99984           0.340468          -0.148523         
30.0823           1.98364           0.333006          -0.144076         
30.0247           1.96779           0.325466          -0.13959          
29.9607           1.95186           0.317849          -0.135065         
29.8906           1.93537           0.310163          -0.130505         
29.8142           1.91955           0.302412          -0.125912         
29.7316           1.9027            0.294596          -0.121286         
29.6429           1.88657           0.286721          -0.11663          
29.5479           1.86974           0.278783          -0.111939         
29.4469           1.85301           0.270792          -0.10722          
29.3397           1.8364            0.262743          -0.10247          
29.2264           1.81915           0.254643          -0.0976935        
29.1071           1.80262           0.246496          -0.0928912        
28.9819           1.78524           0.238304          -0.0880652        
28.8507           1.76852           0.230075          -0.0832208        
28.7137           1.75138           0.22181           -0.0783586        
28.5709           1.73422           0.213595          -0.0734849        
28.4224           1.71725           0.205376          -0.068601         
28.2683           1.69985           0.197138          -0.0637123        
28.1088           1.68312           0.188886          -0.0588221        
27.9438           1.66582           0.180624          -0.0539333        
27.7735           1.64911           0.17236           -0.0490515        
27.598            1.6322            0.164094          -0.044178         
27.4174           1.61538           0.155837          -0.0393191        
27.2319           1.59908           0.147709          -0.0344868        
27.0415           1.58246           0.139668          -0.0296828        
26.8464           1.56659           0.131634          -0.0249038        
26.6466           1.55031           0.123612          -0.020152         
26.4424           1.53458           0.115608          -0.015433         
26.2339           1.51888           0.107625          -0.0107483        
26.0212           1.50332           0.0998626         -0.00617947       
25.8043           1.4884            0.0927982         -0.00192107       
25.5836           1.47309           0.0857681         0.00228411        
25.3591           1.45883           0.0787794         0.00643163        
25.1309           1.44405           0.0718333         0.010521          
24.8994           1.42991           0.0649381         0.0145472         
24.6644           1.41573           0.0582593         0.0184936         
24.4263           1.40147           0.0516932         0.0223641         
24.1852           1.38798           0.0451717         0.0261643         
23.9413           1.37407           0.0387015         0.0298905         
23.6947           1.36115           0.0322879         0.0335399         
23.4455           1.34728           0.0260492         0.0371122         
23.1941           1.33379           0.0199222         0.0406015         
22.9404           1.32061           0.013852          0.0440083         
22.6848           1.30731           0.00784772        0.0473279         
22.4273           1.29498           0.00191228        0.050559          
22.1681           1.28151           -0.00377709       0.0536477         
21.9075           1.26901           -0.00939594       0.0566406         
21.6456           1.25637           -0.0149471        0.0595394         
21.3826           1.24417           -0.020422         0.062339          
21.1186           1.23246           -0.0257058        0.0649225         
20.8538           1.22047           -0.030792         0.0672688         
20.5885           1.20951           -0.0358108        0.0695107         
20.3227           1.19819           -0.0407582        0.0716477         
20.0567           1.1877            -0.0456129        0.0736683         
19.7907           1.17664           -0.0502266        0.0754744         
19.5248           1.16584           -0.0547663        0.0771694         
19.2592           1.15575           -0.0592286        0.0787539         
18.9941           1.14551           -0.0636076        0.0802262         
18.7297           1.13614           -0.0677972        0.0812338         
18.4661           1.12657           -0.0718746        0.0819893         
18.2036           1.11782           -0.0758713        0.0826279         
17.9423           1.10939           -0.0797879        0.0831538         
17.6823           1.10047           -0.0835413        0.0835319         
