AOA	CL	CD	CM
10.4898           1.02215           -0.00830269       -0.0614193 
10.4474           1.0255            -0.00775849       -0.0624007 
10.4066           1.02501           -0.00720609       -0.0633879 
10.3675           1.02894           -0.00664282       -0.0643836 
10.3296           1.02922           -0.00607637       -0.0653789 
10.2936           1.03193           -0.0054955        -0.0663861 
10.2588           1.03428           -0.00490992       -0.0673872 
10.2258           1.03524           -0.00430546       -0.0683845 
10.1943           1.03929           -0.00369444       -0.0693852 
10.1642           1.03965           -0.00307615       -0.0703899 
10.1359           1.04381           -0.00244581       -0.0714037 
10.1089           1.04527           -0.00181204       -0.0724164 
10.0838           1.04812           -0.00116394       -0.0734403 
10.06             1.05153           -0.000511649      -0.0744634 
10.0379           1.05298           0.000152424       -0.075494  
10.0174           1.05767           0.000825369       -0.0765285 
9.9983            1.05899           0.00150543        -0.0775646 
9.98106           1.06341           0.00219904        -0.0786092 
9.96513           1.06606           0.0028972         -0.0796519 
9.95105           1.06917           0.00360995        -0.0807035 
9.93837           1.07355           0.00432907        -0.0817545 
9.92736           1.07565           0.00505975        -0.0828104 
9.918             1.08087           0.0058015         -0.0838702 
9.91006           1.08323           0.00655074        -0.0849298 
9.90397           1.08793           0.00731481        -0.0859966 
9.89921           1.09168           0.00808496        -0.0870609 
9.89627           1.0952            0.00886997        -0.0881318 
9.8948            1.10041           0.00966363        -0.0892023 
9.89493           1.10327           0.0104689         -0.0902751 
9.89677           1.10896           0.0112873         -0.0913515 
9.90001           1.11237           0.012114          -0.0924261 
9.90508           1.1174            0.0129566         -0.0935064 
9.91152           1.12218           0.0138071         -0.0945837 
9.91971           1.1262            0.0146728         -0.0956653 
9.92943           1.13215           0.0155495         -0.0967464 
9.9407            1.13585           0.0164381         -0.0978277 
9.95368           1.14198           0.0173417         -0.0989118 
9.96805           1.14642           0.0182547         -0.0999928 
9.98421           1.15183           0.0191848         -0.101078  
10.0018           1.15756           0.0201247         -0.10216   
10.021            1.16217           0.0210803         -0.103243  
10.0418           1.16879           0.0220491         -0.104326  
10.0641           1.17335           0.0230304         -0.105408  
10.0881           1.17993           0.0240286         -0.106491  
10.1135           1.18536           0.0250375         -0.10757   
10.1406           1.19121           0.0260644         -0.108651  
10.1691           1.19779           0.0271032         -0.109729  
10.1992           1.20306           0.0281582         -0.110806  
10.2309           1.21028           0.0292287         -0.111883  
10.264            1.21573           0.0303125         -0.112956  
10.2988           1.22273           0.0314147         -0.11403   
10.335            1.2291            0.0325292         -0.115099  
10.3728           1.23544           0.0336626         -0.116169  
10.412            1.2428            0.03481           -0.117234  
10.4528           1.24877           0.0359741         -0.118298  
10.4951           1.25653           0.0371574         -0.119356  
10.5388           1.26285           0.0383608         -0.120395  
10.5841           1.27027           0.0395843         -0.121432  
10.6308           1.27749           0.0408218         -0.122464  
10.679            1.28434           0.0420791         -0.123494  
10.7286           1.29237           0.0433527         -0.124518  
10.7797           1.29904           0.0446437         -0.125539  
10.8323           1.30728           0.0459541         -0.126556  
10.8862           1.31444           0.0472799         -0.127567  
10.9417           1.3223            0.0486268         -0.128575  
10.9985           1.33031           0.0499892         -0.129576  
11.0568           1.33772           0.0513719         -0.130574  
11.1164           1.34636           0.0527724         -0.131566  
11.1774           1.35375           0.0541908         -0.132553  
11.2399           1.36245           0.0556298         -0.133535  
11.3036           1.3704            0.057085          -0.13451   
11.3688           1.3787            0.0585619         -0.135481  
11.4352           1.38742           0.0600555         -0.136445  
11.5031           1.39539           0.0615694         -0.137403  
11.5723           1.40457           0.0631027         -0.138355  
11.6427           1.41267           0.0646537         -0.1393    
11.7145           1.42177           0.0662263         -0.140241  
11.7876           1.43047           0.0678157         -0.141172  
11.8619           1.43919           0.069433          -0.142088  
11.9376           1.44848           0.0710771         -0.142982  
12.0145           1.45701           0.0727424         -0.14387   
12.0926           1.46667           0.0744268         -0.14475   
12.1719           1.47526           0.0761297         -0.145621  
12.2526           1.48493           0.0778547         -0.146486  
12.3343           1.49405           0.079596          -0.14734   
12.4174           1.5033            0.0813599         -0.148188  
12.5015           1.51315           0.0831411         -0.149027  
12.5869           1.52208           0.0849427         -0.149858  
12.6734           1.53228           0.0867643         -0.15068   
12.761            1.5414            0.0886033         -0.151493  
12.8498           1.55143           0.0904642         -0.152298  
12.9396           1.56115           0.0923412         -0.153092  
13.0307           1.57076           0.0942397         -0.153879  
13.1227           1.58109           0.0961555         -0.154656  
13.2158           1.59047           0.0981179         -0.155395  
13.31             1.60094           0.100112          -0.156113  
13.4052           1.61056           0.102122          -0.156821  
13.5015           1.6208            0.104153          -0.157519  
13.5987           1.63099           0.1062            -0.158205  
13.697            1.64087           0.108267          -0.158883  
13.7962           1.65153           0.110351          -0.159549  
13.8964           1.66132           0.112453          -0.160204  
13.9975           1.67206           0.114573          -0.16085   
14.0996           1.68217           0.116708          -0.161483  
14.2026           1.69262           0.118863          -0.162107  
14.3064           1.70325           0.121032          -0.162718  
14.4112           1.7134            0.123218          -0.163319  
14.5168           1.72428           0.125502          -0.163869  
14.6232           1.73427           0.127861          -0.164378  
14.7305           1.74503           0.130239          -0.164876  
14.8386           1.75537           0.132629          -0.16536   
14.9475           1.76583           0.135036          -0.165834  
15.0572           1.77662           0.137457          -0.166294  
15.1676           1.78683           0.139893          -0.166742  
15.2788           1.79783           0.142343          -0.167178  
15.3907           1.8081            0.144804          -0.167601  
15.5033           1.81898           0.147281          -0.168013  
15.6166           1.82962           0.149767          -0.16841   
15.7306           1.84015           0.152268          -0.168796  
15.8452           1.85095           0.15498           -0.169121  
15.9605           1.86102           0.157742          -0.169424  
16.0764           1.87186           0.160517          -0.169715  
16.1928           1.88207           0.163299          -0.169991  
16.3099           1.89269           0.166095          -0.170255  
16.4275           1.90325           0.168896          -0.170504  
16.5457           1.91354           0.171707          -0.170741  
16.6644           1.92438           0.174523          -0.170964  
16.7836           1.93451           0.177345          -0.171173  
16.9033           1.94531           0.180174          -0.171369  
17.0234           1.95559           0.183004          -0.171551  
17.1441           1.96567           0.186205          -0.171754  
17.2651           1.97581           0.189425          -0.171945  
17.3866           1.98553           0.192649          -0.172122  
17.5084           1.99585           0.195872          -0.172286  
17.6307           2.00544           0.199095          -0.172436  
17.7533           2.01565           0.202318          -0.172574  
17.8762           2.0254            0.205536          -0.172696  
17.9994           2.03524           0.208752          -0.172806  
18.123            2.04526           0.211961          -0.172902  
18.2468           2.05471           0.215163          -0.172984  
18.3709           2.06452           0.218633          -0.173226  
18.4952           2.07339           0.222263          -0.173563  
18.6198           2.08276           0.225884          -0.173888  
18.7445           2.09177           0.229489          -0.1742    
18.8694           2.10069           0.233081          -0.174499  
18.9945           2.10988           0.236654          -0.174785  
19.1198           2.11843           0.24021           -0.175058  
19.2451           2.12757           0.243747          -0.175318  
19.3706           2.13604           0.24726           -0.175565  
19.4962           2.14482           0.250752          -0.175799  
19.6218           2.15322           0.254229          -0.176047  
19.7475           2.16126           0.25769           -0.176299  
19.8732           2.16959           0.261122          -0.176537  
19.9989           2.17727           0.264523          -0.176762  
20.1246           2.18537           0.267894          -0.176975  
20.2502           2.19293           0.271228          -0.177173  
20.3759           2.20058           0.27453           -0.177359  
20.5014           2.20814           0.277792          -0.177531  
20.6269           2.2153            0.281016          -0.177691  
20.7523           2.22276           0.284199          -0.177837  
20.8775           2.22957           0.287393          -0.178166  
21.0026           2.23668           0.290557          -0.178507  
21.1275           2.24334           0.293676          -0.178834  
21.2523           2.24995           0.296754          -0.179149  
21.3768           2.25653           0.299785          -0.179451  
21.5011           2.26264           0.302771          -0.179739  
21.6252           2.26901           0.305709          -0.180015  
21.749            2.27479           0.308595          -0.180276  
21.8726           2.28074           0.311431          -0.180526  
21.9958           2.2863            0.31422           -0.180774  
22.1187           2.29153           0.316983          -0.181049  
22.2413           2.29681           0.319693          -0.18131   
22.3636           2.30159           0.322351          -0.181558  
22.4854           2.30659           0.324956          -0.181792  
22.6069           2.31109           0.327504          -0.182013  
22.728            2.31565           0.329997          -0.182221  
22.8486           2.31998           0.332431          -0.182415  
22.9688           2.32403           0.334806          -0.182596  
23.0885           2.32816           0.33712           -0.182764  
23.2077           2.33178           0.339436          -0.18299   
23.3265           2.33549           0.341733          -0.183247  
23.4447           2.33885           0.343969          -0.183489  
23.5624           2.34208           0.346148          -0.183718  
23.6795           2.34526           0.348268          -0.183933  
23.7961           2.34811           0.350328          -0.184135  
23.9121           2.35102           0.352327          -0.184323  
24.0274           2.35357           0.354265          -0.184497  
24.1422           2.35611           0.35614           -0.184657  
24.2562           2.35843           0.35795           -0.184804  
24.3697           2.36041           0.359735          -0.184958  
24.4824           2.3623            0.361462          -0.185102  
24.5945           2.36386           0.363127          -0.185231  
24.7058           2.36544           0.364729          -0.185347  
24.8164           2.36675           0.366267          -0.185448  
24.9263           2.36796           0.367743          -0.185536  
25.0354           2.36904           0.369154          -0.18561   
25.1437           2.36989           0.370501          -0.185669  
25.2513           2.37069           0.371782          -0.185715  
25.358            2.37125           0.372997          -0.185746  
25.4639           2.37148           0.374176          -0.185765  
25.5689           2.37161           0.375287          -0.185767  
25.6731           2.37106           0.376335          -0.185754  
25.7765           2.37132           0.377328          -0.185733  
25.8788           2.37072           0.378243          -0.18569   
25.9803           2.36957           0.379103          -0.185637  
26.081            2.36997           0.379899          -0.185571  
26.1805           2.36803           0.380625          -0.185489  
26.2793           2.36776           0.381294          -0.185395  
26.3769           2.3664            0.381888          -0.185284  
26.4737           2.36479           0.382471          -0.185167  
26.5694           2.364             0.38304           -0.18504   
26.6642           2.36137           0.383548          -0.184899  
26.7579           2.36057           0.383997          -0.184745  
26.8505           2.35783           0.384379          -0.184574  
26.9421           2.3562            0.384709          -0.184393  
27.0326           2.35401           0.38497           -0.184194  
27.1221           2.35125           0.385176          -0.183984  
27.2104           2.34954           0.385318          -0.183758  
27.2977           2.34609           0.385411          -0.183524  
27.3836           2.34464           0.385416          -0.183264  
27.4685           2.33947           0.385494          -0.183041  
27.5526           2.33943           0.385842          -0.182936  
27.6349           2.33451           0.386098          -0.182801  
27.7166           2.33148           0.386327          -0.182664  
27.7967           2.3297            0.386471          -0.1825    
27.8758           2.32358           0.386571          -0.182327  
27.9537           2.32334           0.386613          -0.182138  
28.0302           2.3166            0.386583          -0.181926  
28.1058           2.31507           0.386521          -0.181711  
28.1796           2.3103            0.386372          -0.181466  
28.2527           2.30571           0.386192          -0.181218  
28.3241           2.30352           0.385938          -0.180947  
28.3944           2.29655           0.385633          -0.180662  
28.4635           2.29523           0.385374          -0.180372  
28.531            2.28838           0.385066          -0.18006   
28.5976           2.28539           0.384731          -0.179744  
28.6624           2.28062           0.384321          -0.1794    
28.7262           2.27485           0.38388           -0.17905   
28.7885           2.27216           0.383378          -0.17868   
28.8494           2.2647            0.382827          -0.178293  
28.9091           2.2622            0.382238          -0.177897  
28.9671           2.25531           0.381583          -0.177476  
29.0241           2.25093           0.380901          -0.177049  
29.0794           2.24607           0.380152          -0.176598  
29.1335           2.23926           0.379371          -0.176138  
29.186            2.23598           0.378537          -0.17566   
29.2371           2.22806           0.377654          -0.175165  
29.287            2.2245            0.376738          -0.174661  
29.3351           2.21743           0.3758            -0.174132  
29.3821           2.21178           0.374851          -0.173598  
29.4273           2.20666           0.373844          -0.17304   
29.4712           2.19894           0.372806          -0.172472  
29.5137           2.19495           0.371728          -0.171889  
29.5545           2.1867            0.370603          -0.171287  
29.5941           2.18199           0.369454          -0.170677  
29.6319           2.17496           0.368249          -0.170044  
29.6684           2.1683            0.367024          -0.169404  
29.7033           2.16298           0.36575           -0.168743  
29.7367           2.15471           0.364445          -0.16807   
29.7687           2.15003           0.363108          -0.167385  
29.7989           2.14171           0.361726          -0.166679  
29.8279           2.13602           0.360325          -0.165967  
29.855            2.12904           0.358876          -0.165232  
29.8809           2.12154           0.357407          -0.16449   
29.905            2.11598           0.355899          -0.16373   
29.9277           2.10733           0.35436           -0.162956  
29.9488           2.10198           0.352798          -0.162171  
29.9682           2.09369           0.351196          -0.161367  
29.9863           2.08716           0.349578          -0.160556  
30.0026           2.08022           0.34792           -0.159725  
30.0175           2.07212           0.346243          -0.158885  
30.0308           2.06619           0.344589          -0.158036  
30.0424           2.05728           0.342915          -0.157174  
30.0526           2.05121           0.341222          -0.156302  
30.061            2.04293           0.33949           -0.155412  
30.068            2.03563           0.337745          -0.154514  
30.0733           2.02862           0.335964          -0.153597  
30.0771           2.02005           0.334163          -0.152671  
30.0793           2.01381           0.332338          -0.151731  
30.0798           2.00491           0.330484          -0.150777  
30.0789           1.99829           0.328615          -0.149814  
30.0762           1.99017           0.326713          -0.148833  
30.0721           1.98237           0.324799          -0.147845  
30.0663           1.97539           0.322856          -0.146841  
30.059            1.9666            0.320894          -0.145827  
30.05             1.96009           0.318913          -0.144802  
30.0394           1.95129           0.316907          -0.143762  
30.0274           1.94423           0.314889          -0.142714  
30.0136           1.93631           0.312842          -0.141651  
29.9984           1.92817           0.310784          -0.14058   
29.9815           1.9212            0.308703          -0.139496  
29.963            1.91237           0.306604          -0.138401  
29.943            1.90562           0.304491          -0.137297  
29.9214           1.89702           0.302354          -0.136179  
29.8983           1.88962           0.300207          -0.135054  
29.8735           1.88191           0.298036          -0.133915  
29.8472           1.87358           0.295854          -0.13277   
29.8193           1.86663           0.293653          -0.131612  
29.7898           1.85788           0.291435          -0.130444  
29.7589           1.85094           0.289205          -0.129269  
29.7263           1.84259           0.286954          -0.128081  
29.6923           1.83497           0.284693          -0.126888  
29.6566           1.82748           0.282412          -0.125682  
29.6195           1.81909           0.280119          -0.124469  
29.5808           1.81217           0.277811          -0.123246  
29.5405           1.8036            0.275485          -0.122014  
29.4988           1.79654           0.27315           -0.120776  
29.4555           1.7885            0.270794          -0.119527  
29.4108           1.78076           0.26843           -0.118272  
29.3645           1.77342           0.266091          -0.117013  
29.3167           1.76499           0.263769          -0.11575   
29.2675           1.75799           0.261436          -0.11448   
29.2167           1.74956           0.259089          -0.113202  
29.1646           1.7423            0.256736          -0.11192   
29.1108           1.73445           0.254366          -0.110629  
29.0557           1.72656           0.25199           -0.109333  
28.9991           1.71938           0.249601          -0.10803   
28.9411           1.71108           0.247201          -0.106722  
28.8816           1.70412           0.244791          -0.105408  
28.8207           1.69599           0.242368          -0.104087  
28.7584           1.6887            0.239938          -0.102763  
28.6947           1.68117           0.237493          -0.101432  
28.6296           1.67334           0.23504           -0.100098  
28.5631           1.66637           0.232576          -0.0987578 
28.4952           1.6583            0.2301            -0.0974132 
28.426            1.65142           0.227616          -0.0960658 
28.3553           1.64366           0.225118          -0.0947122 
28.2834           1.6364            0.222613          -0.0933572 
28.2101           1.62922           0.220095          -0.0919966 
28.1355           1.62157           0.217569          -0.0906344 
28.0595           1.6148            0.215031          -0.0892674 
27.9823           1.60697           0.2125            -0.087898  
27.9038           1.60024           0.210002          -0.0865271 
27.824            1.59253           0.20749           -0.0851515 
27.743            1.58548           0.20497           -0.0837766 
27.6606           1.57841           0.202436          -0.082397  
27.5771           1.57084           0.199893          -0.0810176 
27.4923           1.56432           0.197339          -0.0796358 
27.4063           1.55661           0.194772          -0.0782523 
27.3192           1.55012           0.192198          -0.0768694 
27.2307           1.54281           0.189609          -0.0754832 
27.1412           1.53591           0.187014          -0.0740991 
27.0505           1.52924           0.184406          -0.0727124 
26.9587           1.52196           0.181789          -0.0713269 
26.8657           1.5157            0.179162          -0.0699414 
26.7716           1.50842           0.176523          -0.0685553 
26.6764           1.50223           0.173982          -0.0671805 
26.5801           1.49552           0.171433          -0.0658052 
26.4828           1.48898           0.168873          -0.0644332 
26.3844           1.48285           0.166298          -0.0630611 
26.285            1.47604           0.163711          -0.0616914 
26.1845           1.47022           0.161112          -0.0603239 
26.0831           1.46355           0.1585            -0.0589574 
25.9807           1.45762           0.155878          -0.0575951 
25.8772           1.45143           0.153241          -0.0562333 
25.7729           1.44518           0.150596          -0.0548762 
25.6676           1.43951           0.147938          -0.0535211 
25.5613           1.43313           0.145349          -0.0521999 
25.4542           1.42778           0.143144          -0.051036  
25.3462           1.42174           0.140926          -0.0498765 
25.2373           1.41623           0.138701          -0.0487248 
25.1275           1.41071           0.136462          -0.0475774 
25.017            1.40494           0.134216          -0.0464377 
24.9056           1.39986           0.13196           -0.0453038 
24.7934           1.39406           0.129694          -0.0441767 
24.6804           1.38912           0.127422          -0.0430574 
24.5667           1.38364           0.12514           -0.0419436 
24.4522           1.37851           0.122853          -0.0408389 
24.337            1.37344           0.12065           -0.0397497 
24.2211           1.3679            0.118466          -0.038672  
24.1045           1.36316           0.116269          -0.0376022 
23.9873           1.3577            0.114061          -0.0365399 
23.8694           1.35298           0.111844          -0.0354872 
23.7508           1.34792           0.109616          -0.0344415 
23.6317           1.343             0.107381          -0.0334061 
23.5119           1.33845           0.105136          -0.0323783 
23.3916           1.33337           0.102884          -0.0313601 
23.2708           1.32903           0.10064           -0.0303515 
23.1494           1.32362           0.0984466         -0.0293513 
23.0275           1.31881           0.0962453         -0.0283621 
22.9051           1.31384           0.0940326         -0.0273811 
22.7822           1.30883           0.0918132         -0.0264115 
22.6589           1.30433           0.0895847         -0.025451  
22.5352           1.29924           0.0873493         -0.0245011 
22.411            1.29497           0.0851082         -0.0235621 
22.2864           1.2901            0.0828596         -0.0226325 
22.1616           1.28569           0.0806189         -0.0217189 
22.0362           1.2809            0.0784398         -0.0208385 
21.9107           1.27594           0.076254          -0.0199705 
21.7848           1.2716            0.0740596         -0.0191132 
21.6585           1.26661           0.0718581         -0.0182673 
21.5321           1.26245           0.0696517         -0.0174338 
21.4054           1.25777           0.0674381         -0.0166108 
21.2784           1.25347           0.0652221         -0.0158012 
21.1513           1.24929           0.0630003         -0.0150023 
21.0239           1.24478           0.0608273         -0.0142689 
20.8965           1.2409            0.0587222         -0.0136252 
20.7688           1.2364            0.0566088         -0.0129939 
20.6411           1.23259           0.05449           -0.0123763 
20.5132           1.22847           0.0523636         -0.0117705 
20.3852           1.22453           0.0502339         -0.011179  
20.2572           1.22088           0.0480989         -0.0105997 
20.1292           1.21685           0.0459615         -0.0100341 
20.0011           1.21349           0.043822          -0.00948196
19.873            1.20925           0.0417433         -0.00899278
19.745            1.20549           0.0396726         -0.00852692
19.617            1.20157           0.0375963         -0.00807362
19.4891           1.19768           0.0355187         -0.00763505
19.3612           1.19417           0.0334382         -0.00720963
19.2335           1.19028           0.0313566         -0.00679831
19.1059           1.187             0.0292753         -0.00640123
18.9784           1.18332           0.0271935         -0.00601749
18.8511           1.18004           0.0251411         -0.00573824
